blur,0.16001999999980399,none
focus,0.00989999999956126,none
mouseover,0.0949799999998504,none
mouseout,0.09494599999970887,none
mouseover,0.10250700000005963,none
load,0.22550100000034945,none
pageshow,0.08386200000040844,none
wheel,0.9843760000003385,none
wheel,8.105503000000226,none
scroll,0.1115429999999833,none
wheel,3.3959020000002056,none
wheel,0.6019280000000435,none
wheel,0.9499000000000706,none
scroll,0.07006899999987581,none
wheel,2.8397789999999077,none
wheel,1.1624320000000807,none
scroll,0.054408999999850494,none
wheel,2.769608999999946,none
wheel,1.3242020000002412,none
scroll,0.05717800000002171,none
wheel,0.7682480000003125,none
wheel,1.3606500000000779,none
scroll,0.05316900000025271,none
wheel,0.7446310000000267,none
wheel,1.2188129999999546,none
scroll,0.0535120000004099,none
wheel,0.7827530000004117,none
wheel,1.1246570000002976,none
scroll,0.06958800000029441,none
wheel,1.2027810000004138,none
wheel,1.097494000000097,none
scroll,0.0612860000001092,none
wheel,1.2339420000002974,none
wheel,1.1683250000000953,none
scroll,0.04229100000065955,none
wheel,1.4866119999996954,none
wheel,1.2777670000000398,none
scroll,0.06592499999987922,none
wheel,2.088459000000057,none
scroll,0.0522369999998773,none
wheel,1.150677000000087,none
scroll,0.0608210000004874,none
wheel,0.772907000000032,none
scroll,0.05117999999993117,none
wheel,1.203136000000086,none
scroll,0.07454600000028222,none
wheel,0.7429700000002413,none
scroll,0.06438300000036179,none
wheel,1.4861540000010791,none
wheel,0.7619919999997364,none
wheel,0.756162000000586,none
wheel,0.7300600000007762,none
wheel,1.13865000000078,none
wheel,0.7845999999999549,none
scroll,0.05248399999982212,none
wheel,0.9880530000009458,none
wheel,1.4947140000003856,none
scroll,0.054794000000583765,none
wheel,1.2245220000004338,none
wheel,1.2048150000009628,none
scroll,0.041845000000648724,none
wheel,1.3191249999999854,none
wheel,1.3297099999999773,none
scroll,0.06400399999984074,none
wheel,1.6466089999994438,none
wheel,1.2717420000008133,none
scroll,0.053035999999337946,none
wheel,1.6820520000001125,none
wheel,1.279088999999658,none
scroll,0.07367799999974523,none
