blur,0.22618200000215438,automatic
focus,0.04056900000068708,automatic
mouseover,0.04213100000197301,automatic
mouseout,0.15378599999894504,automatic
mouseover,0.1823739999999816,automatic
mouseout,0.3211200000005192,automatic
mouseover,0.05894099999932223,automatic
devicelight,0.2841000000007625,automatic
load,0.1470320000044012,automatic
pageshow,0.13897300000098767,automatic
mousemove,1.1276569999972708,automatic
mousemove,0.8671340000000782,automatic
mouseout,0.09823900000628782,automatic
mouseover,0.03658200000063516,automatic
mousemove,0.9942669999945792,automatic
mousemove,1.0777730000045267,automatic
mousemove,0.8872120000087307,automatic
mousemove,0.8872560000090743,automatic
mousemove,0.8948840000084601,automatic
mousemove,0.9935510000068462,automatic
mousemove,1.4226750000088941,automatic
mousemove,0.9333090000000084,automatic
mousemove,0.933193000004394,automatic
mousemove,1.549831999996968,automatic
mousemove,0.875529999997525,automatic
mousemove,0.8529129999951692,automatic
mousemove,0.8702980000016396,automatic
mousemove,1.355163000007451,automatic
mousemove,1.2929970000041067,automatic
mousemove,1.3651570000001811,automatic
mousemove,0.9393139999956475,automatic
mousemove,1.3358249999946565,automatic
mousemove,1.3462630000067293,automatic
mousemove,1.3495290000064415,automatic
mousemove,2.7947479999929783,automatic
mousemove,0.7784860000028857,automatic
mousemove,0.8796500000025844,automatic
mousemove,0.8989199999996345,automatic
mousemove,1.2564090000014403,automatic
mousemove,2.3192910000070697,automatic
mousemove,1.7915240000002086,automatic
mousemove,0.8795140000001993,automatic
mousemove,1.2623590000075637,automatic
mousemove,1.4118670000025304,automatic
mousemove,1.2008229999992182,automatic
mousemove,0.8221409999969183,automatic
mousemove,0.8415160000004107,automatic
mousemove,0.8425530000022263,automatic
mousemove,0.7717800000027637,automatic
mousemove,0.8398530000122264,automatic
mousemove,0.9982480000035139,automatic
mousemove,1.3272219999998924,automatic
mousemove,1.9042950000002747,automatic
mousemove,0.8585909999965224,automatic
mousemove,0.906570000006468,automatic
mousemove,0.8457909999997355,automatic
mousemove,0.8418730000048527,automatic
mousemove,0.861996999992698,automatic
mousemove,1.3545929999963846,automatic
mousemove,1.0188760000019101,automatic
mousemove,0.8638490000012098,automatic
mousemove,0.8815280000053463,automatic
mousemove,0.9526819999955478,automatic
mousemove,0.9246820000043954,automatic
mousemove,1.0071199999947567,automatic
mouseout,0.07685200000560144,automatic
mouseover,0.05774799999926472,automatic
mousemove,1.313784999998461,automatic
mousemove,1.4132450000106473,automatic
mousemove,1.2519509999983711,automatic
mousemove,3.29507900000317,automatic
mousemove,1.5799330000008922,automatic
mousemove,0.9603859999988344,automatic
mousemove,0.847249999998894,automatic
mousemove,0.8244110000014189,automatic
mousemove,1.038633000003756,automatic
mousemove,0.8760680000123102,automatic
mousemove,0.9066500000044471,automatic
mousemove,1.3359889999992447,automatic
mousemove,1.3394489999918733,automatic
