blur,6/20/2017,0,,,[object Window],,,automatic
focus,6/20/2017,0.2791610000003857,,,[object Window],,,automatic
mouseover,6/20/2017,20.587078000000474,919,390,[object HTMLHtmlElement],,,automatic
mouseout,6/20/2017,53.78787300000113,919,390,[object HTMLHtmlElement],,,automatic
mouseover,6/20/2017,54.146003000001656,919,390,[object HTMLDivElement],,,automatic
load,6/20/2017,62.622943000000305,,,[object HTMLDocument],,,automatic
pageshow,6/20/2017,62.896066999999675,,,[object HTMLDocument],,,automatic
scroll,6/20/2017,125.39710500000001,,,[object HTMLDocument],,,automatic
devicelight,6/20/2017,130.58350000000064,,,[object Window],,,automatic
mousemove,6/20/2017,25415.398847999997,917,390,[object HTMLDivElement],43,,automatic
mousemove,6/20/2017,25433.247384000002,909,390,[object HTMLDivElement],43,,automatic
mouseout,6/20/2017,25451.063454999996,899,390,[object HTMLDivElement],43,,automatic
mouseover,6/20/2017,25451.203189,899,390,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,25450.293727999997,899,390,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,25467.573316,885,390,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,25484.715232000002,871,390,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,25501.595670000002,849,390,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,25518.802001999997,832,390,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,25535.817244000005,812,390,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,25552.892191,794,390,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,25570.037359999995,780,390,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,25587.327206,764,387,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,25604.791454,743,382,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,25622.299721999996,730,379,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,25639.58255,715,374,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,25656.364349999996,701,372,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,25673.754779999996,689,370,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,25690.535962999995,681,369,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,25707.214764999997,672,369,[object HTMLImageElement],51,,automatic
