blur,6/20/2017,0,,,[object Window],,,automatic
focus,6/20/2017,0.2506130000001576,,,[object Window],,,automatic
mouseover,6/20/2017,0.43905099999756203,911,392,[object HTMLHtmlElement],,,automatic
mouseout,6/20/2017,34.72239600000103,911,392,[object HTMLHtmlElement],,,automatic
mouseover,6/20/2017,34.94880800000101,911,392,[object HTMLParagraphElement],,,automatic
mouseout,6/20/2017,47.74006200000076,911,392,[object HTMLParagraphElement],,,automatic
mouseover,6/20/2017,48.18724099999963,911,392,[object HTMLDivElement],,,automatic
devicelight,6/20/2017,122.33208200000081,,,[object Window],,,automatic
load,6/20/2017,124.09414999999717,,,[object HTMLDocument],,,automatic
pageshow,6/20/2017,124.25720899999942,,,[object HTMLDocument],,,automatic
mousemove,6/20/2017,32856.638525,910,392,[object HTMLDivElement],43,,automatic
mousemove,6/20/2017,32874.429048,906,392,[object HTMLDivElement],43,,automatic
mouseout,6/20/2017,32892.172943,900,394,[object HTMLDivElement],43,,automatic
mouseover,6/20/2017,32892.3146,900,394,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,32891.39191500001,900,394,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,32908.508408999995,892,398,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,32925.76396999999,881,403,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,32943.13892599999,865,414,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,32960.001297999996,849,422,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,32977.35763099999,829,434,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,32994.18850699999,809,447,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,33011.997873,793,457,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,33029.137988999995,776,468,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,33046.21635,759,478,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,33063.350652,746,486,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,33080.718269000005,733,493,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,33098.315884,721,501,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,33114.99601899999,710,507,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,33132.058184999994,700,513,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,33149.681025,689,520,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,33166.781868000005,678,526,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,33183.985357000005,667,532,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,33201.289918999995,656,538,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,33218.656653,642,545,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,33236.041434000006,630,552,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,33253.272696,617,560,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,33270.316532,606,568,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,33287.222262,594,577,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,33304.249773,583,585,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,33321.271891,572,592,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,33338.614658,563,599,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,33355.391668000004,554,603,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,33372.608822999995,545,608,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,33390.179315,537,613,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,33407.370359,528,617,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,33425.11404100001,519,624,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,33442.159666,511,629,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,33459.373629,502,633,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,33476.434402,495,637,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,33493.87632899999,490,639,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,33511.447933999996,485,641,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,33528.61396,479,643,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,33545.676887,473,646,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,33562.602591,467,648,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,33579.629612,463,650,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,33596.325391,457,654,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,33613.504308999996,453,658,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,33630.66418500001,449,662,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,33647.94658900001,446,665,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,33665.497306,443,669,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,33682.237333,439,673,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,33700.079653999994,436,676,[object HTMLImageElement],51,,automatic
mousemove,6/20/2017,33717.0785,433,678,[object HTMLImageElement],51,,automatic
