blur,6/20/2017,0,,,[object Window],,,automatic
focus,6/20/2017,0.42220799999995506,,,[object Window],,,automatic
mouseover,6/20/2017,5.877338999998756,926,394,[object HTMLHtmlElement],,,automatic
mouseout,6/20/2017,28.91393799999787,926,394,[object HTMLHtmlElement],,,automatic
mouseover,6/20/2017,29.203945999997813,926,394,[object HTMLBodyElement],,,automatic
load,6/20/2017,1221.753299,,,[object HTMLDocument],,,automatic
pageshow,6/20/2017,1221.9082809999964,,,[object HTMLDocument],,,automatic
mousemove,6/20/2017,23409.810653000004,927,394,[object HTMLBodyElement],,,automatic
mousemove,6/20/2017,23427.606750999996,931,390,[object HTMLBodyElement],,,automatic
mousemove,6/20/2017,23444.646585,935,386,[object HTMLBodyElement],,,automatic
mousemove,6/20/2017,23461.862025,940,382,[object HTMLBodyElement],,,automatic
mousemove,6/20/2017,23479.045921,946,379,[object HTMLBodyElement],,,automatic
mousemove,6/20/2017,23496.004847,953,376,[object HTMLBodyElement],,,automatic
mousemove,6/20/2017,23513.459282999993,959,375,[object HTMLBodyElement],,,automatic
mousemove,6/20/2017,23530.506301999998,967,373,[object HTMLBodyElement],,,automatic
mousemove,6/20/2017,23547.695282999997,976,369,[object HTMLBodyElement],,,automatic
mousemove,6/20/2017,23564.941207,985,366,[object HTMLBodyElement],,,automatic
mousemove,6/20/2017,23582.252882999997,995,362,[object HTMLBodyElement],,,automatic
mousemove,6/20/2017,23599.830214999998,1006,358,[object HTMLBodyElement],,,automatic
mousemove,6/20/2017,23617.538075,1020,353,[object HTMLBodyElement],,,automatic
mousemove,6/20/2017,23635.327067000002,1033,349,[object HTMLBodyElement],,,automatic
mousemove,6/20/2017,23652.210578999995,1054,344,[object HTMLBodyElement],,,automatic
mousemove,6/20/2017,23669.070483,1069,341,[object HTMLBodyElement],,,automatic
mousemove,6/20/2017,23686.921059999997,1085,337,[object HTMLBodyElement],,,automatic
mousemove,6/20/2017,23704.005291000005,1099,335,[object HTMLBodyElement],,,automatic
mousemove,6/20/2017,23721.143010999996,1107,333,[object HTMLBodyElement],,,automatic
mousemove,6/20/2017,23737.999766000004,1118,330,[object HTMLBodyElement],,,automatic
mousemove,6/20/2017,24516.240427,1118,329,[object HTMLBodyElement],,,automatic
mousemove,6/20/2017,24533.797161,1125,326,[object HTMLBodyElement],,,automatic
mousemove,6/20/2017,24550.858964999996,1137,320,[object HTMLBodyElement],,,automatic
mouseout,6/20/2017,24569.166175000002,1157,310,[object HTMLBodyElement],,,automatic
mouseover,6/20/2017,24569.323963,1157,310,[object HTMLHtmlElement],,,automatic
mousemove,6/20/2017,24568.001220999995,1157,310,[object HTMLHtmlElement],,,automatic
mousemove,6/20/2017,24585.231665000003,1177,300,[object HTMLHtmlElement],,,automatic
mousemove,6/20/2017,24602.677746999998,1196,292,[object HTMLHtmlElement],,,automatic
mousemove,6/20/2017,24620.227534999995,1216,283,[object HTMLHtmlElement],,,automatic
mousemove,6/20/2017,24637.983173000004,1230,276,[object HTMLHtmlElement],,,automatic
mousemove,6/20/2017,24655.239303,1246,269,[object HTMLHtmlElement],,,automatic
mousemove,6/20/2017,24672.252145000002,1260,262,[object HTMLHtmlElement],,,automatic
mousemove,6/20/2017,24689.449726999996,1275,256,[object HTMLHtmlElement],,,automatic
mouseout,6/20/2017,24707.489721,1280,251,[object HTMLHtmlElement],,,automatic
keydown,6/20/2017,25592.317865,,,[object HTMLBodyElement],,ArrowDown,automatic
keypress,6/20/2017,25592.317865,,,[object HTMLBodyElement],,ArrowDown,automatic
scroll,6/20/2017,25627.823911000003,,,[object HTMLDocument],,,automatic
scroll,6/20/2017,25643.648075,,,[object HTMLDocument],,,automatic
scroll,6/20/2017,25660.572531999995,,,[object HTMLDocument],,,automatic
scroll,6/20/2017,25677.328988999998,,,[object HTMLDocument],,,automatic
scroll,6/20/2017,25693.201729999997,,,[object HTMLDocument],,,automatic
scroll,6/20/2017,25710.025404999997,,,[object HTMLDocument],,,automatic
scroll,6/20/2017,25727.124071999995,,,[object HTMLDocument],,,automatic
scroll,6/20/2017,25743.348654999998,,,[object HTMLDocument],,,automatic
keyup,6/20/2017,25748.365813999993,,,[object HTMLBodyElement],,ArrowDown,automatic
keydown,6/20/2017,26000.174084000002,,,[object HTMLBodyElement],,ArrowDown,automatic
keypress,6/20/2017,26000.174084000002,,,[object HTMLBodyElement],,ArrowDown,automatic
scroll,6/20/2017,26011.260680999996,,,[object HTMLDocument],,,automatic
scroll,6/20/2017,26027.715169,,,[object HTMLDocument],,,automatic
scroll,6/20/2017,26044.151411000003,,,[object HTMLDocument],,,automatic
scroll,6/20/2017,26060.186379999996,,,[object HTMLDocument],,,automatic
keyup,6/20/2017,26068.502413,,,[object HTMLBodyElement],,ArrowDown,automatic
scroll,6/20/2017,26076.970543,,,[object HTMLDocument],,,automatic
scroll,6/20/2017,26093.946672999995,,,[object HTMLDocument],,,automatic
scroll,6/20/2017,26110.74208,,,[object HTMLDocument],,,automatic
scroll,6/20/2017,26127.298017000005,,,[object HTMLDocument],,,automatic
scroll,6/20/2017,26144.410651000002,,,[object HTMLDocument],,,automatic
scroll,6/20/2017,26161.093742,,,[object HTMLDocument],,,automatic
keydown,6/20/2017,26182.021431999998,,,[object HTMLBodyElement],,ArrowDown,automatic
keypress,6/20/2017,26182.021431999998,,,[object HTMLBodyElement],,ArrowDown,automatic
scroll,6/20/2017,26209.427319,,,[object HTMLDocument],,,automatic
scroll,6/20/2017,26225.347882,,,[object HTMLDocument],,,automatic
scroll,6/20/2017,26230.772391999995,,,[object HTMLDocument],,,automatic
keyup,6/20/2017,26234.339694,,,[object HTMLBodyElement],,ArrowDown,automatic
scroll,6/20/2017,26244.671982999997,,,[object HTMLDocument],,,automatic
