blur,5/22/2017,0
load,5/22/2017,20.465000000000146
pageshow,5/22/2017,20.795000000000073
devicemotion,5/22/2017,23.534999999999854
deviceorientation,5/22/2017,23.76000000000022
deviceorientationabsolute,5/22/2017,23.925000000000182
focus,5/22/2017,151.84500000000025
pointerover,5/22/2017,173.75
mouseover,5/22/2017,166.42500000000018
pointermove,5/22/2017,173.74500000000035
mousemove,5/22/2017,166.42500000000018
pointermove,5/22/2017,373.0350000000003
mousemove,5/22/2017,370.27499999999964
pointermove,5/22/2017,388.9300000000003
mousemove,5/22/2017,387.4699999999998
pointermove,5/22/2017,405.1100000000001
mousemove,5/22/2017,404.24000000000024
pointermove,5/22/2017,422.00499999999965
mousemove,5/22/2017,421.05999999999995
pointerout,5/22/2017,439.2449999999999
pointerover,5/22/2017,439.37999999999965
mouseout,5/22/2017,438.3850000000002
mouseover,5/22/2017,438.3850000000002
pointermove,5/22/2017,439.2449999999999
mousemove,5/22/2017,438.3850000000002
pointermove,5/22/2017,456.5250000000001
mousemove,5/22/2017,455.55999999999995
pointermove,5/22/2017,473.60000000000036
mousemove,5/22/2017,472.625
pointermove,5/22/2017,490.1750000000002
mousemove,5/22/2017,489.4549999999999
pointermove,5/22/2017,506.9699999999998
mousemove,5/22/2017,506.3449999999998
pointermove,5/22/2017,524.0349999999999
mousemove,5/22/2017,523.125
pointermove,5/22/2017,541.2150000000001
mousemove,5/22/2017,540.3649999999998
pointermove,5/22/2017,558.4899999999998
mousemove,5/22/2017,557.665
pointermove,5/22/2017,576.145
mousemove,5/22/2017,575.145
pointermove,5/22/2017,592.8599999999997
mousemove,5/22/2017,592.2350000000001
pointermove,5/22/2017,609.94
mousemove,5/22/2017,609.1950000000002
pointermove,5/22/2017,627.0299999999997
mousemove,5/22/2017,625.935
pointermove,5/22/2017,643.98
mousemove,5/22/2017,642.69
pointermove,5/22/2017,660.5
mousemove,5/22/2017,659.7599999999998
pointermove,5/22/2017,677.9749999999999
mousemove,5/22/2017,677.2149999999997
pointermove,5/22/2017,695.7150000000001
mousemove,5/22/2017,694.5749999999998
pointermove,5/22/2017,713.0149999999999
mousemove,5/22/2017,711.9699999999998
pointermove,5/22/2017,730.185
mousemove,5/22/2017,729.0450000000001
pointermove,5/22/2017,747.0900000000001
mousemove,5/22/2017,746.0050000000001
pointermove,5/22/2017,764.46
mousemove,5/22/2017,763.335
pointermove,5/22/2017,781.5999999999999
mousemove,5/22/2017,780.6999999999998
pointermove,5/22/2017,798.2849999999999
mousemove,5/22/2017,797.355
pointermove,5/22/2017,815.5550000000003
mousemove,5/22/2017,814.77
pointermove,5/22/2017,832.6100000000001
mousemove,5/22/2017,831.8899999999999
pointermove,5/22/2017,849.9000000000001
mousemove,5/22/2017,849.1400000000003
pointermove,5/22/2017,868.2199999999998
mousemove,5/22/2017,866.98
pointermove,5/22/2017,996.4850000000001
mousemove,5/22/2017,995.1549999999997
pointermove,5/22/2017,1012.9700000000003
mousemove,5/22/2017,1012.06
pointermove,5/22/2017,1029.835
mousemove,5/22/2017,1029.0549999999998
pointermove,5/22/2017,1047.1399999999999
mousemove,5/22/2017,1046.295
pointermove,5/22/2017,1064.8200000000002
mousemove,5/22/2017,1063.6599999999999
pointermove,5/22/2017,1081.65
mousemove,5/22/2017,1080.3700000000003
pointermove,5/22/2017,1098.625
mousemove,5/22/2017,1097.69
pointermove,5/22/2017,1115.755
mousemove,5/22/2017,1114.94
pointermove,5/22/2017,1132.46
mousemove,5/22/2017,1131.625
pointermove,5/22/2017,1149.7800000000002
mousemove,5/22/2017,1148.5899999999997
pointermove,5/22/2017,1171.29
mousemove,5/22/2017,1170.2199999999998
pointerdown,5/22/2017,1480.205
mousedown,5/22/2017,1477.3400000000001
pointerup,5/22/2017,1581.8400000000001
mouseup,5/22/2017,1580.085
click,5/22/2017,1580.085
pointermove,5/22/2017,1834.38
mousemove,5/22/2017,1832.9500000000003
pointermove,5/22/2017,1851.1599999999999
mousemove,5/22/2017,1849.96
pointermove,5/22/2017,1867.8200000000002
mousemove,5/22/2017,1867.04
pointermove,5/22/2017,1885.1150000000002
mousemove,5/22/2017,1884.25
pointermove,5/22/2017,1901.975
mousemove,5/22/2017,1901.12
pointermove,5/22/2017,1918.8200000000002
mousemove,5/22/2017,1917.96
pointermove,5/22/2017,1936.205
mousemove,5/22/2017,1934.915
pointermove,5/22/2017,1953.1
mousemove,5/22/2017,1951.6150000000002
pointermove,5/22/2017,1969.67
mousemove,5/22/2017,1968.505
pointermove,5/22/2017,2001.44
mousemove,5/22/2017,2000.27
pointerdown,5/22/2017,2024.4300000000003
mousedown,5/22/2017,2022.6350000000007
pointerup,5/22/2017,2190.3050000000003
mouseup,5/22/2017,2188.7299999999996
click,5/22/2017,2188.7299999999996
pointermove,5/22/2017,2315.8500000000004
mousemove,5/22/2017,2314.795
pointermove,5/22/2017,2332.4900000000007
mousemove,5/22/2017,2331.4850000000006
pointermove,5/22/2017,2349.3100000000004
mousemove,5/22/2017,2348.3900000000003
pointermove,5/22/2017,2365.9700000000003
mousemove,5/22/2017,2365.1099999999997
pointermove,5/22/2017,2382.71
mousemove,5/22/2017,2381.8149999999996
pointermove,5/22/2017,2399.8999999999996
mousemove,5/22/2017,2399
pointermove,5/22/2017,2417.3149999999996
mousemove,5/22/2017,2416.5149999999994
pointerdown,5/22/2017,2521.75
mousedown,5/22/2017,2520.5300000000007
pointerup,5/22/2017,2648.17
mouseup,5/22/2017,2647.0250000000005
click,5/22/2017,2647.0250000000005
pointermove,5/22/2017,2775.0750000000007
mousemove,5/22/2017,2773.6800000000003
pointermove,5/22/2017,2791.365
mousemove,5/22/2017,2790.425
pointermove,5/22/2017,2808.5300000000007
mousemove,5/22/2017,2807.375
pointermove,5/22/2017,2825.6850000000004
mousemove,5/22/2017,2824.495
pointermove,5/22/2017,2842.9750000000004
mousemove,5/22/2017,2841.8100000000004
pointermove,5/22/2017,2860.2200000000003
mousemove,5/22/2017,2859.3100000000004
pointermove,5/22/2017,2877.0350000000008
mousemove,5/22/2017,2876.0150000000003
pointermove,5/22/2017,2893.6400000000003
mousemove,5/22/2017,2892.96
pointermove,5/22/2017,2911.535
mousemove,5/22/2017,2910.7650000000003
pointermove,5/22/2017,2928.875
mousemove,5/22/2017,2928.040000000001
pointermove,5/22/2017,2945.51
mousemove,5/22/2017,2944.785
pointerdown,5/22/2017,2964.380000000001
mousedown,5/22/2017,2963.3100000000004
pointerup,5/22/2017,3074.9850000000006
mouseup,5/22/2017,3073.8900000000003
click,5/22/2017,3073.8900000000003
pointermove,5/22/2017,3193.55
mousemove,5/22/2017,3192.6400000000003
pointermove,5/22/2017,3210.4850000000006
mousemove,5/22/2017,3209.63
pointermove,5/22/2017,3227.9700000000003
mousemove,5/22/2017,3226.7649999999994
pointermove,5/22/2017,3245.1400000000003
mousemove,5/22/2017,3243.9900000000007
pointermove,5/22/2017,3261.92
mousemove,5/22/2017,3261.1950000000006
pointermove,5/22/2017,3279.1949999999997
mousemove,5/22/2017,3278.290000000001
pointermove,5/22/2017,3295.995
mousemove,5/22/2017,3295.1150000000007
pointermove,5/22/2017,3313.3900000000003
mousemove,5/22/2017,3311.965
pointerdown,5/22/2017,3351.285
mousedown,5/22/2017,3350.3650000000007
pointerup,5/22/2017,3478.7299999999996
mouseup,5/22/2017,3477.175
click,5/22/2017,3477.175
pointermove,5/22/2017,3564.96
mousemove,5/22/2017,3564.0700000000006
pointermove,5/22/2017,3581.715
mousemove,5/22/2017,3580.8100000000004
pointermove,5/22/2017,3598.9300000000003
mousemove,5/22/2017,3597.79
pointermove,5/22/2017,3615.8650000000007
mousemove,5/22/2017,3614.7349999999997
pointermove,5/22/2017,3633.0950000000003
mousemove,5/22/2017,3631.915000000001
pointermove,5/22/2017,3650.455
mousemove,5/22/2017,3649.38
pointermove,5/22/2017,3667.580000000001
mousemove,5/22/2017,3666.7200000000003
pointermove,5/22/2017,3693.04
mousemove,5/22/2017,3691.96
pointerdown,5/22/2017,3739.09
mousedown,5/22/2017,3737.92
pointerup,5/22/2017,3865.540000000001
mouseup,5/22/2017,3864.4450000000006
click,5/22/2017,3864.4450000000006
pointerdown,5/22/2017,3992.505
mousedown,5/22/2017,3991.1550000000007
pointerup,5/22/2017,4102.465
mouseup,5/22/2017,4101.57
click,5/22/2017,4101.57
dblclick,5/22/2017,4102.7300000000005
pointerdown,5/22/2017,4214.3
mousedown,5/22/2017,4212.655
pointerup,5/22/2017,4343.755
mouseup,5/22/2017,4322.76
click,5/22/2017,4322.76
pointerdown,5/22/2017,4419.045
mousedown,5/22/2017,4417.9800000000005
pointerup,5/22/2017,4537.465
mouseup,5/22/2017,4536.285000000001
click,5/22/2017,4536.285000000001
pointerdown,5/22/2017,4632.355
mousedown,5/22/2017,4631.32
pointerup,5/22/2017,4751.49
mouseup,5/22/2017,4750.1
click,5/22/2017,4750.1
pointermove,5/22/2017,4988.025000000001
mousemove,5/22/2017,4986.900000000001
